"Set"	"N"	"Sim"	"HR"	"MAP"	"SV"	"CVP"	"SAP"	"DAP"	"Grav"	"CO"	"PP"
"1"	1	1	62.685615	96.809969	97.136678	7.995329	122.323246	70.456955	"0"	6.08907239948697	51.866291
"1"	1	2	63.082023	97.167487	93.641196	8.197579	122.483873	71.267599	"0"	5.90707607981951	51.216274
"1"	1	3	62.946317	98.910022	103.30855	8.882944	133.069297	65.010534	"0"	6.50289273711035	68.058763
"1"	1	4	62.56409	99.013489	104.942902	8.523242	131.373838	66.661677	"0"	6.56565716558918	64.712161
"1"	1	5	62.615037	98.302209	101.092102	8.483718	128.153431	68.880402	"0"	6.32988570713777	59.273029
"1"	1	6	62.691632	97.515976	95.998604	8.291627	124.258442	71.84637	"0"	6.01830915448173	52.412072
"1"	1	7	63.208438	96.885297	90.723667	8.200022	122.217825	71.77002	"0"	5.73450128070215	50.447805
"1"	1	8	63.122731	96.830282	92.41901	8.011924	121.050806	72.570618	"0"	5.83374030751631	48.480188
"1"	1	9	63.168152	97.887283	94.287207	8.243445	129.697352	67.105235	"0"	5.95594862343146	62.592117
"1"	1	10	63.205555	96.48355	92.932503	8.158858	118.903189	73.874061	"0"	5.87385042965416	45.029128
"1"	1	11	63.086252	97.869514	97.285998	8.163074	128.066909	67.988218	"0"	6.1374089858995	60.078691
"1"	1	12	62.620613	99.552738	106.433316	8.523599	136.373525	64.603952	"0"	6.66491949154271	71.769573
"1"	1	13	62.38064	99.149357	103.345125	8.706271	132.396634	67.028922	"0"	6.44673503838	65.367712
"1"	1	14	62.541758	98.048064	99.889926	8.6365	126.15807	70.424633	"0"	6.24729157852991	55.733437
"1"	1	15	63.330714	96.670897	91.393271	7.860031	121.356288	72.078501	"0"	5.78800110722549	49.277787
"1"	1	16	62.927063	97.061301	94.828003	7.981558	121.869033	72.447146	"0"	5.96724771894519	49.421887
"1"	1	17	63.042923	96.808151	91.131295	7.974654	120.829966	73.278998	"0"	5.74518321357528	47.550968
"1"	1	18	62.795722	97.670406	98.553023	8.281673	125.347559	70.350867	"0"	6.18870823456761	54.996692
"1"	1	19	63.478418	96.44237	88.950839	7.38198	121.242631	72.484054	"0"	5.6464585394927	48.758577
"1"	1	20	62.646671	97.981193	98.727897	8.443773	126.452294	69.864359	"0"	6.18497408188089	56.587935
"1"	1	21	63.087467	98.487967	98.028981	8.071594	132.365562	65.652151	"0"	6.18440010388113	66.713411
"1"	1	22	63.159781	96.613122	91.162238	8.004659	119.850542	73.432742	"0"	5.75778698754988	46.4178
"1"	1	23	62.964778	96.820362	93.847229	7.89192	120.26391	73.583279	"0"	5.90906993990016	46.680631
"1"	1	24	62.799078	97.351408	98.431107	8.621169	122.845383	72.014669	"0"	6.18138276611935	50.830714
"1"	1	25	62.551724	98.014132	101.731549	8.566037	126.085323	69.99274	"0"	6.36348377514048	56.092583
"1"	1	26	62.202108	99.338676	107.123146	9.231632	132.223946	67.335861	"0"	6.66328549679177	64.888085
"1"	1	27	62.95701	97.323368	94.879123	8.53785	123.94982	71.006039	"0"	5.97330589550223	52.943781
"1"	1	28	63.243619	97.044264	92.169576	7.849554	123.445272	70.884526	"0"	5.82913754793554	52.560746
"1"	1	29	62.397173	99.169439	103.786673	9.111926	133.038238	66.681144	"0"	6.47599499027543	66.357094
"1"	1	30	62.484541	97.820487	99.659337	8.717479	124.52214	71.809156	"0"	6.22716792880932	52.712984
"1"	1	31	62.958875	98.422588	99.619025	8.656629	130.959602	66.564904	"0"	6.27190174259687	64.394698
"1"	1	32	63.373342	98.409719	92.324894	8.095575	133.877149	64.583736	"0"	5.85093708257575	69.293413
"1"	1	33	62.537599	97.466557	96.638492	8.058943	122.788125	73.046474	"0"	6.04353926066071	49.741651
"1"	1	34	62.77873	97.627131	95.63362	8.084428	125.658291	71.018099	"0"	6.0037572089026	54.640192
"1"	1	35	63.351889	98.140911	94.422789	7.844165	132.231179	65.614495	"0"	5.98186204779842	66.616684
"1"	1	36	63.322858	96.626018	91.018595	7.619393	121.022171	72.355659	"0"	5.76355756654451	48.666512
"1"	1	37	63.061674	97.304303	94.063239	8.061739	124.44737	70.695875	"0"	5.93178531320209	53.751495
"1"	1	38	63.189492	97.217854	95.006642	8.079687	124.293342	70.177767	"0"	6.00342144460586	54.115575
"1"	1	39	62.452065	97.418793	99.497736	7.883714	121.709529	73.793712	"0"	6.21383907602484	47.915817
"1"	1	40	62.700313	98.053798	100.731537	8.279955	127.159026	69.411222	"0"	6.31589889887108	57.747804
"1"	1	41	63.065896	97.436883	94.350828	8.180079	125.820946	69.7707	"0"	5.95031950616189	56.050246
"1"	1	42	62.986532	97.807635	95.816034	8.463615	127.521887	68.936941	"0"	6.03511969165409	58.584946
"1"	1	43	63.086705	98.048515	95.548999	8.235814	129.502064	67.364644	"0"	6.0278715129583	62.13742
"1"	1	44	62.831249	97.883474	96.11431	8.314982	127.713916	69.216007	"0"	6.03898214407319	58.497909
"1"	1	45	62.7621	97.312767	97.24514	8.120127	123.007564	72.050031	"0"	6.103309201194	50.957533
"1"	1	46	63.456081	97.532587	92.856447	7.773873	128.562488	67.158747	"0"	5.89230622220421	61.403741
"1"	1	47	62.841784	97.192435	97.159464	8.293407	121.726226	72.483649	"0"	6.10567405024378	49.242577
"1"	1	48	63.078235	96.756972	93.246957	8.003152	120.324795	73.125737	"0"	5.88185346668089	47.199058
"1"	1	49	63.243491	97.580315	93.567693	8.131269	128.124096	68.430052	"0"	5.91754755013626	59.694044
"1"	1	50	62.830149	97.570952	96.465787	8.348046	124.80353	70.843527	"0"	6.06095977061226	53.960003
"1"	1	51	62.824169	97.939585	97.214655	8.143354	127.655394	69.312041	"0"	6.10742991499669	58.343353
"1"	1	52	62.636961	98.006351	96.218004	8.040011	127.469735	70.166411	"0"	6.02680336404584	57.303324
"1"	1	53	62.672018	97.607353	98.052299	8.260235	124.55602	71.631913	"0"	6.14513544786938	52.924107
"1"	1	54	63.539457	97.468415	92.608443	7.938484	128.310047	67.223554	"0"	5.88429018183545	61.086493
"1"	1	55	63.174976	97.322175	91.49791	7.531862	125.834288	70.120896	"0"	5.78037826830016	55.713392
"1"	1	56	63.009768	97.114501	92.159795	7.963088	122.631638	71.881814	"0"	5.80696730187756	50.749824
"1"	1	57	62.881509	97.206236	95.253689	8.006297	122.799652	72.225692	"0"	5.9896957021367	50.57396
"1"	1	58	62.930567	97.587726	96.039503	7.884239	126.267751	70.505222	"0"	6.0438203781882	55.762529
"1"	1	59	63.059013	97.276455	94.718443	8.22034	123.942513	70.82184	"0"	5.97285152847676	53.120673
"1"	1	60	62.114648	98.293079	103.892035	8.345821	125.486062	71.519183	"0"	6.45321718402868	53.966879
"1"	1	61	63.458806	96.736884	90.383601	7.82258	122.737321	71.081296	"0"	5.73563540144041	51.656025
"1"	1	62	62.924412	97.263176	96.291375	8.272952	122.986828	71.727306	"0"	6.0590781525465	51.259522
"1"	1	63	62.512314	97.863693	98.642403	8.386297	125.636119	71.172087	"0"	6.16636487005054	54.464032
"1"	1	64	63.240327	97.426089	93.031775	8.313207	126.463364	69.058032	"0"	5.88335987239043	57.405332
"1"	1	65	62.823383	97.817793	98.423546	8.671551	126.239542	69.681375	"0"	6.18330012657612	56.558167
"1"	1	66	62.711657	97.832243	99.518929	8.818447	125.874351	69.904451	"0"	6.24099694045535	55.9699
"1"	1	67	63.648964	95.961619	88.382589	7.607023	117.722949	74.06172	"0"	5.6254602254878	43.661229
"1"	1	68	62.914551	97.551755	96.683784	8.079352	125.275878	70.209226	"0"	6.08281685934098	55.066652
"1"	1	69	63.110402	96.795541	92.823469	7.831588	120.740121	72.768405	"0"	5.85812644362454	47.971716
"1"	1	70	63.543994	96.838904	90.064153	7.630019	123.9055	70.066807	"0"	5.72303599784708	53.838693
"1"	1	71	62.395875	98.634688	104.10937	8.759232	129.618437	67.972257	"0"	6.49599523684875	61.64618
"1"	1	72	62.457251	98.747528	103.614253	8.657396	129.791805	68.049669	"0"	6.4714614067985	61.742136
"1"	1	73	63.490714	97.050755	91.819866	7.862093	124.855802	69.332114	"0"	5.82970885172432	55.523688
"1"	1	74	63.057958	97.454542	94.211836	8.071374	125.269982	70.128913	"0"	5.94080599759089	55.141069
"1"	1	75	62.630116	97.213368	97.015164	7.971027	121.193502	73.731612	"0"	6.07607097507902	47.46189
"1"	1	76	62.370171	98.541827	101.133987	8.535799	128.724061	69.178629	"0"	6.30774406310178	59.545432
"1"	1	77	62.831758	97.314741	97.018263	7.880675	122.639294	72.032626	"0"	6.09582802239636	50.606668
"1"	1	78	62.596486	97.519334	97.618104	8.530693	123.074039	72.588015	"0"	6.11055028038254	50.486024
"1"	1	79	62.805034	97.114326	95.055504	8.160985	121.586854	73.17662	"0"	5.96996416060714	48.410234
"1"	1	80	63.01637	97.034191	93.108527	7.809114	122.160204	72.195824	"0"	5.86736138758699	49.96438
"1"	1	81	63.254597	97.859368	94.179069	7.829031	129.708332	67.233967	"0"	5.95725905543019	62.474365
"1"	1	82	62.143979	98.708135	99.667094	8.644303	128.509712	70.186233	"0"	6.19370979652703	58.323479
"1"	1	83	63.066917	97.064197	91.968543	8.231555	123.507303	71.601058	"0"	5.80017246799193	51.906245
"1"	1	84	63.224704	96.698392	91.003379	7.628967	121.344406	72.811414	"0"	5.75366170027482	48.532992
"1"	1	85	62.642835	99.002315	103.772155	8.682373	132.745573	66.208644	"0"	6.50058198325942	66.536929
"1"	1	86	63.006962	97.612208	94.664123	8.140738	126.340017	69.627698	"0"	5.96449880062433	56.712319
"1"	1	87	62.416298	98.200264	102.127779	8.695223	126.676638	70.294675	"0"	6.37443788814214	56.381963
"1"	1	88	62.335899	97.786953	99.664412	8.658528	123.442063	72.769114	"0"	6.21267072032639	50.672949
"1"	1	89	63.153227	96.145859	88.738692	7.848177	117.389004	76.312648	"0"	5.60413475955908	41.076356
"1"	1	90	63.070368	97.277389	92.713081	7.946958	124.298166	70.991772	"0"	5.84744813708381	53.306394
"1"	1	91	63.457258	97.998626	92.72985	7.997951	131.987112	65.618836	"0"	5.8843820157513	66.368276
"1"	1	92	62.654106	98.058784	98.258391	8.598157	127.258386	69.670608	"0"	6.15629164510345	57.587778
"1"	1	93	63.573915	96.728323	89.586608	7.785569	123.737002	70.179779	"0"	5.69537140213032	53.557223
"1"	1	94	62.662999	97.796708	99.573961	8.164329	125.121423	70.691713	"0"	6.23960301856904	54.42971
"1"	1	95	62.955367	98.400605	96.436734	8.146649	131.87452	66.241812	"0"	6.07120998125138	65.632708
"1"	1	96	62.666341	97.222127	96.523716	8.060146	121.523872	73.38444	"0"	6.04878810144316	48.139432
"1"	1	97	63.710459	96.351378	89.09028	7.705981	121.241635	71.415148	"0"	5.67598263123852	49.826487
"1"	1	98	63.123333	98.066373	94.434211	8.023444	129.8923	66.985027	"0"	5.96100214754526	62.907273
"1"	1	99	62.594459	97.67212	98.110121	8.11611	124.271485	71.670394	"0"	6.14114994641954	52.601091
"1"	1	100	63.091026	96.954594	92.619758	8.247061	121.936105	72.138629	"0"	5.84347556009171	49.797476
"1"	2	1	62.30052	99.195249	104.891646	8.653703	132.481546	67.117515	"0"	6.53480408945592	65.364031
"1"	2	2	62.821033	97.214774	96.521989	8.237548	122.069776	72.527772	"0"	6.06361105619464	49.542004
"1"	2	3	62.80638	97.973812	97.545743	7.969605	127.469801	69.209604	"0"	6.12649500224034	58.260197
"1"	2	4	62.891827	97.296768	93.684481	8.308277	124.00576	71.894867	"0"	5.89198817163679	52.110893
"1"	2	5	62.717176	96.938003	95.674878	8.289069	119.53013	74.549877	"0"	6.00045816230453	44.980253
"1"	2	6	63.108662	97.398134	94.148253	8.398064	125.051457	69.883513	"0"	5.94157027646749	55.167944
"1"	2	7	63.083659	97.141627	93.982436	8.142938	123.329536	71.149852	"0"	5.92875594461332	52.179684
"1"	2	8	62.884065	97.79614	96.863733	8.521989	126.797738	69.611387	"0"	6.09118528211464	57.186351
"1"	2	9	62.533807	98.21322	100.140489	8.532072	127.283761	69.846522	"0"	6.26216601201162	57.437239
"1"	2	10	63.159413	96.794434	92.43271	8.035276	121.215666	72.590821	"0"	5.83799570559923	48.624845
"1"	2	11	62.710697	97.266193	98.790929	8.263083	121.632834	72.885774	"0"	6.19524801486751	48.74706
"1"	2	12	63.064067	98.185751	96.929452	8.467574	130.37883	67.114752	"0"	6.11276545520128	63.264078
"1"	2	13	62.793001	97.45211	98.089887	8.386135	124.037605	71.325577	"0"	6.15935837248089	52.712028
"1"	2	14	62.825137	98.497024	98.780635	8.224984	130.845191	67.057795	"0"	6.20590692682199	63.787396
"1"	2	15	62.880239	99.164096	100.060983	8.89405	135.741277	64.227164	"0"	6.29185852561494	71.514113
"1"	2	16	62.492696	98.035095	100.088783	8.294048	126.783642	70.828789	"0"	6.25481788902897	55.954853
"1"	2	17	62.667113	97.966994	98.753816	8.150273	126.146691	70.031852	"0"	6.18861654645321	56.114839
"1"	2	18	62.841219	98.339881	97.49524	8.146647	130.021133	67.568552	"0"	6.12671972829756	62.452581
"1"	2	19	62.994731	97.054325	93.69483	8.158745	122.209973	72.317165	"0"	5.90228061194073	49.892808
"1"	2	20	62.793313	97.93365	99.360093	8.158205	126.772876	69.275749	"0"	6.23914941945811	57.497127
"1"	2	21	63.257176	96.726585	92.56265	7.825444	121.564433	72.300896	"0"	5.8552518420764	49.263537
"1"	2	22	63.101746	97.980988	95.583859	8.116895	129.701215	67.528605	"0"	6.03150839231781	62.17261
"1"	2	23	62.912788	97.816916	97.637282	8.16712	126.807706	69.183089	"0"	6.14263362336222	57.624617
"1"	2	24	62.63256	97.074136	97.438849	8.457086	120.182137	74.513715	"0"	6.10284455632344	45.668422
"1"	2	25	63.144282	96.958004	91.462099	7.844278	122.200711	71.908736	"0"	5.77530857156792	50.291975
"1"	2	26	62.702068	98.171636	97.985274	8.396171	122.378199	72.463543	"0"	6.14387931334663	49.914656
"1"	2	27	62.465114	98.927678	100.69763	8.277704	125.743281	70.530189	"0"	6.29008893747982	55.213092
"1"	2	28	63.395554	97.429035	91.41599	7.833752	121.618012	71.817495	"0"	5.79536733050846	49.800517
"1"	2	29	63.088906	97.888372	94.626993	7.796831	122.399252	71.545348	"0"	5.96991346643966	50.853904
"1"	2	30	63.126019	97.842382	93.570546	8.123897	122.54308	71.478601	"0"	5.90673606463637	51.064479
"1"	2	31	62.899297	98.122892	95.066034	8.196086	124.286959	71.551904	"0"	5.9795867071781	52.735055
"1"	2	32	62.749716	98.733335	99.909405	8.504887	126.461291	69.467854	"0"	6.26928678947898	56.993437
"1"	2	33	63.112487	99.346304	99.204274	8.726541	132.59343	65.44799	"0"	6.26102845316944	67.14544
"1"	2	34	63.299889	98.272918	91.779804	8.023378	127.479324	68.234696	"0"	5.80965140564176	59.244628
"1"	2	35	62.801886	98.332918	98.787238	8.405899	124.036973	71.237684	"0"	6.20402485913087	52.799289
"1"	2	36	62.896287	98.522465	97.841355	8.153537	126.223838	69.780354	"0"	6.15385794454888	56.443484
"1"	2	37	63.043044	97.976993	92.457086	8.124341	124.098551	71.609039	"0"	5.82877614080978	52.489512
"1"	2	38	62.849558	98.695386	95.977478	8.20719	127.190734	69.151205	"0"	6.03214207025473	58.039529
"1"	2	39	63.507724	97.249516	89.198287	7.849906	121.135619	72.323831	"0"	5.66478019206879	48.811788
"1"	2	40	63.06025	97.591586	93.248537	8.034448	120.550067	73.223754	"0"	5.88027605535425	47.326313
"1"	2	41	62.844195	99.506991	98.886268	8.674007	132.248492	66.277292	"0"	6.21442790901426	65.9712
"1"	2	42	63.259446	97.670047	90.762881	7.902645	122.225563	71.566441	"0"	5.74160956942393	50.659122
"1"	2	43	62.521746	99.547456	103.112322	8.488121	130.984877	68.078883	"0"	6.44676240555421	62.905994
"1"	2	44	62.837629	98.311773	98.623498	8.250226	124.080098	71.177634	"0"	6.19726677800624	52.902464
"1"	2	45	62.802122	98.805385	98.996528	8.582723	127.5027	69.060732	"0"	6.21719202903242	58.441968
"1"	2	46	62.744164	98.442962	99.246026	8.567021	124.488523	71.050132	"0"	6.22710893169226	53.438391
"1"	2	47	63.180637	97.648103	93.564656	7.802387	121.503611	72.297537	"0"	5.91147456676587	49.206074
"1"	2	48	63.509698	98.243472	92.094417	8.160382	128.091452	67.541782	"0"	5.84888861115607	60.54967
"1"	2	49	62.568789	99.051911	101.03252	8.56043	127.773455	69.030315	"0"	6.32148242601828	58.74314
"1"	2	50	62.646588	98.714227	102.287751	8.2861	125.570186	70.272335	"0"	6.40797859434359	55.297851
"1"	2	51	62.643107	98.293908	99.044817	8.328163	123.077635	72.27827	"0"	6.20447506912642	50.799365
"1"	2	52	63.410811	97.591249	90.989611	8.140744	122.729647	71.295605	"0"	5.76972502608452	51.434042
"1"	2	53	63.217852	98.182105	93.254852	8.125886	125.662785	69.37249	"0"	5.8953714320179	56.290295
"1"	2	54	62.98791	98.222419	95.194152	8.145329	124.751055	70.31266	"0"	5.99608067870232	54.438395
"1"	2	55	62.564068	99.135987	102.939146	8.214093	128.066174	69.097875	"0"	6.44029173020593	58.968299
"1"	2	56	63.119421	98.439385	95.551343	8.089114	126.913755	68.858543	"0"	6.0311454459324	58.055212
"1"	2	57	62.559007	98.093118	97.635872	8.182313	121.303819	73.492388	"0"	6.1080031998991	47.811431
"1"	2	58	62.500485	99.097983	99.883736	8.453093	127.800753	69.845738	"0"	6.24278194361196	57.955015
"1"	2	59	62.821317	97.939049	97.418728	8.370363	121.749543	73.056886	"0"	6.11997279342478	48.692657
"1"	2	60	63.050707	98.814018	96.093328	8.670966	129.774104	67.323893	"0"	6.0587522683829	62.450211
"1"	2	61	62.621664	98.361024	100.632919	8.334124	122.783964	72.092318	"0"	6.30180084095722	50.691646
"1"	2	62	62.896257	98.470544	96.167351	7.873434	125.71415	70.024791	"0"	6.04856642350521	55.689359
"1"	2	63	62.72458	97.843253	96.455285	8.103143	120.041019	74.135457	"0"	6.0501172404053	45.905562
"1"	2	64	63.481814	97.728627	90.635501	7.838725	124.074629	70.098001	"0"	5.75370601627881	53.976628
"1"	2	65	62.960405	98.887336	97.131763	8.148272	128.85471	68.105394	"0"	6.11545513684402	60.749316
"1"	2	66	62.87854	98.340028	96.721959	8.258827	124.538652	70.668035	"0"	6.08173556785986	53.870617
"1"	2	67	63.227506	97.221594	90.623192	7.636717	118.806354	74.311411	"0"	5.72987841591915	44.494943
"1"	2	68	63.038359	99.039496	98.480987	8.14499	130.539898	66.491339	"0"	6.20807981318033	64.048559
"1"	2	69	62.511859	98.55882	99.284599	8.725047	124.585743	71.573973	"0"	6.20646485355954	53.01177
"1"	2	70	62.881293	98.593232	99.868693	8.725578	126.457816	69.457281	"0"	6.27987254606005	57.000535
"1"	2	71	63.400053	97.63291	92.912551	8.116745	122.830832	70.876685	"0"	5.8906606577652	51.954147
"1"	2	72	62.942009	98.791588	97.056669	8.651676	128.184221	68.488271	"0"	6.10894173370802	59.69595
"1"	2	73	63.13894	99.085167	98.110433	8.174872	131.442795	66.048695	"0"	6.19458874256102	65.3941
"1"	2	74	63.280567	97.858963	92.151855	8.317904	123.909299	70.667037	"0"	5.83142163450179	53.242262
"1"	2	75	62.533904	98.461713	100.358435	8.668518	123.694004	72.088777	"0"	6.27580473988024	51.605227
"1"	2	76	63.315084	97.952845	94.195665	8.223479	124.979469	69.91742	"0"	5.96400644191086	55.062049
"1"	2	77	63.180014	98.49564	96.520464	8.403327	128.498749	68.446479	"0"	6.0981642668065	60.05227
"1"	2	78	62.946709	98.069558	95.434798	7.849836	123.635124	71.636791	"0"	6.00730645817978	51.998333
"1"	2	79	63.111022	97.811767	92.068342	7.507636	122.427281	71.598756	"0"	5.81052715746552	50.828525
"1"	2	80	63.221602	97.607436	92.195375	8.057225	121.538431	72.086072	"0"	5.82873930449075	49.452359
"1"	2	81	63.024574	99.7585	99.586728	8.635661	135.282039	64.253806	"0"	6.27641110825387	71.028233
"1"	2	82	63.330751	98.65987	93.309677	8.207875	129.427418	66.865252	"0"	5.90937191997743	62.562166
"1"	2	83	62.850235	98.650185	98.744341	8.507587	127.283287	69.730279	"0"	6.20610503677014	57.553008
"1"	2	84	62.922652	98.109088	98.637375	8.289229	123.197183	71.249432	"0"	6.2065252213185	51.947751
"1"	2	85	62.471011	98.577784	101.637007	8.4643	124.271464	71.924994	"0"	6.34936658230408	52.34647
"1"	2	86	62.906246	98.192365	98.401542	8.406058	123.616222	71.155268	"0"	6.19007160783133	52.460954
"1"	2	87	62.664634	99.366223	100.887959	8.32595	131.876335	67.352603	"0"	6.32210702574201	64.523732
"1"	2	88	63.00917	98.130679	93.757993	7.961258	124.309481	71.109191	"0"	5.90761331979581	53.20029
"1"	2	89	62.765116	98.601203	96.848456	8.542637	126.402887	70.153762	"0"	6.0787045752609	56.249125
"1"	2	90	62.988068	98.203749	96.223455	7.953618	124.720275	70.674742	"0"	6.06092952673494	54.045533
"1"	2	91	62.720222	97.854937	95.689757	8.34619	120.603744	74.053558	"0"	6.00168280216605	46.550186
"1"	2	92	62.824217	98.764621	97.887648	8.428991	127.180795	69.170231	"0"	6.14971483957162	58.010564
"1"	2	93	63.10034	98.011345	94.636398	8.208507	123.995994	71.00445	"0"	5.97158889017532	52.991544
"1"	2	94	62.673447	97.758418	97.542171	8.035013	119.556257	74.593663	"0"	6.11330408443344	44.962594
"1"	2	95	62.531464	99.909842	101.612302	8.266287	133.309521	66.368288	"0"	6.35396600447013	66.941233
"1"	2	96	62.854472	98.251724	95.760244	8.12965	124.387734	71.265713	"0"	6.01895957521117	53.122021
"1"	2	97	63.0827	97.882935	93.982399	8.020166	122.908107	71.359747	"0"	5.9286634813973	51.54836
"1"	2	98	63.245036	97.035769	90.229817	7.664684	117.713337	75.258798	"0"	5.70658802443841	42.454539
"1"	2	99	62.345679	99.400008	103.225373	8.307689	128.583444	69.346933	"0"	6.43565596971327	59.236511
"1"	2	100	62.764144	98.358488	98.23109	8.310268	124.78197	71.449399	"0"	6.16539027803696	53.332571
"1"	3	1	62.796861	98.757884	97.171514	8.121043	127.461527	69.44139	"0"	6.10206605781755	58.020137
"1"	3	2	63.11714	97.682838	92.536471	7.887393	121.554952	72.486898	"0"	5.84063739521294	49.068054
"1"	3	3	63.035845	97.94149	94.479467	8.245163	123.163462	71.458314	"0"	5.95559303749462	51.705148
"1"	3	4	62.840535	97.601649	95.433079	8.311905	119.193475	74.489708	"0"	5.99706574105727	44.703767
"1"	3	5	63.246859	98.365358	96.272498	8.356295	127.302179	68.209323	"0"	6.08893310658378	59.092856
"1"	3	6	62.581039	98.612432	101.211129	8.361717	124.515287	71.167258	"0"	6.33389761118303	53.348029
"1"	3	7	62.92416	98.134795	98.715755	7.970421	123.612019	71.319042	"0"	6.2116059621408	52.292977
"1"	3	8	62.704973	98.954439	99.136483	8.463424	127.933265	68.734736	"0"	6.21635048982996	59.198529
"1"	3	9	63.081514	98.09725	95.296156	8.384071	124.421754	70.281881	"0"	6.01142579886018	54.139873
"1"	3	10	63.276107	97.516141	91.169773	7.759203	121.522894	72.358436	"0"	5.76886831151371	49.164458
"1"	3	11	63.045817	99.494017	99.878561	8.549637	133.158095	65.403536	"0"	6.29692547902934	67.754559
"1"	3	12	62.728792	98.663614	97.368673	8.328023	126.164439	69.928371	"0"	6.10781923593302	56.236068
"1"	3	13	62.72097	98.602234	98.427513	8.007714	125.728631	70.554758	"0"	6.17346909004761	55.173873
"1"	3	14	62.858966	98.807417	99.259047	8.477817	127.58236	68.858943	"0"	6.2393210605654	58.723417
"1"	3	15	63.042973	97.959469	96.354743	7.940638	123.366065	71.315846	"0"	6.07448946137094	52.050219
"1"	3	16	62.83666	98.359737	94.984097	7.954338	125.916518	71.177517	"0"	5.96848340859602	54.739001
"1"	3	17	63.451515	97.447691	92.35762	7.703074	121.543566	71.41932	"0"	5.8602309107943	50.124246
"1"	3	18	63.837849	97.142029	87.635846	7.50303	122.273838	70.870435	"0"	5.59448390393525	51.403403
"1"	3	19	62.975401	98.464306	96.724269	8.585797	126.103903	69.510126	"0"	6.09124962670687	56.593777
"1"	3	20	63.26387	97.830707	93.917007	7.846232	123.511767	70.806418	"0"	5.94155332163709	52.705349
"1"	3	21	62.69372	98.738212	98.822342	8.454089	126.233571	69.976568	"0"	6.19554023909224	56.257003
"1"	3	22	63.047171	97.826997	92.815033	8.062837	122.616951	72.317031	"0"	5.85172525692164	50.29992
"1"	3	23	63.05727	98.291724	93.285975	7.849536	125.704197	69.839107	"0"	5.88235891278825	55.86509
"1"	3	24	63.223608	98.714983	96.899508	8.062942	130.507964	67.105918	"0"	6.12633650918486	63.402046
"1"	3	25	62.129126	99.293362	103.439781	8.696062	127.688542	71.140755	"0"	6.42662318716141	56.547787
"1"	3	26	62.975049	99.349013	97.119058	8.314653	132.600576	65.93985	"0"	6.11607743638384	66.660726
"1"	3	27	62.489708	98.536653	101.207298	8.263629	123.781291	71.874259	"0"	6.32441449948898	51.907032
"1"	3	28	62.478232	99.431713	104.860066	8.747497	129.237457	68.303296	"0"	6.55147153108331	60.934161
"1"	3	29	62.713467	98.453065	97.830307	8.392078	124.357853	70.990293	"0"	6.13527772964437	53.36756
"1"	3	30	62.532368	98.391989	97.865911	8.189425	123.439794	72.650853	"0"	6.11978716130725	50.788941
"1"	3	31	62.956	98.005806	96.181084	8.270539	122.744098	71.67031	"0"	6.055176324304	51.073788
"1"	3	32	62.783107	99.960299	102.579133	8.414905	134.763737	65.008114	"0"	6.44023668310623	69.755623
"1"	3	33	62.812654	98.81718	97.607819	8.067605	127.741598	69.108521	"0"	6.13100616254163	58.633077
"1"	3	34	62.856723	98.751516	98.410853	8.732945	127.41311	68.998663	"0"	6.18578372721472	58.414447
"1"	3	35	62.726003	98.541031	99.013982	8.227978	125.317591	70.638875	"0"	6.21075133197395	54.678716
"1"	3	36	63.141679	97.899726	93.086609	7.962935	123.816651	71.385578	"0"	5.87764478467651	52.431073
"1"	3	37	62.980391	97.964216	91.953171	8.194147	123.155413	72.196765	"0"	5.79124666326986	50.958648
"1"	3	38	63.290727	97.776541	92.005025	8.065364	123.343816	70.786453	"0"	5.82306491990318	52.557363
"1"	3	39	62.8657	98.159723	96.22419	8.260936	123.730728	71.693209	"0"	6.049201061283	52.037519
"1"	3	40	62.341188	98.408493	99.626525	8.673632	121.878303	73.556036	"0"	6.2108359248117	48.322267
"1"	3	41	62.978903	98.627667	97.661471	8.536793	127.667901	68.918607	"0"	6.15061230894631	58.749294
"1"	3	42	63.422321	98.038252	90.881453	7.890484	126.394556	68.505696	"0"	5.76391268511241	57.88886
"1"	3	43	62.635907	98.37523	100.398413	8.57503	123.075914	71.970246	"0"	6.28854565961559	51.105668
"1"	3	44	62.483016	99.486471	101.654887	8.523761	129.940612	68.328135	"0"	6.35170393089919	61.612477
"1"	3	45	63.010815	98.427551	96.566918	8.641015	126.445225	69.607681	"0"	6.08476020521817	56.837544
"1"	3	46	63.096764	97.735539	93.27807	8.108165	121.78151	72.326122	"0"	5.88554436916548	49.455388
"1"	3	47	62.486328	99.283876	101.577284	8.263783	128.915501	69.036653	"0"	6.34719148537315	59.878848
"1"	3	48	62.761983	98.879493	98.724155	8.235166	127.909281	68.857862	"0"	6.19612373779936	59.051419
"1"	3	49	62.982896	98.455274	95.960444	8.0526	126.356042	69.748858	"0"	6.04386666456582	56.607184
"1"	3	50	63.061444	98.451263	96.021305	8.194074	126.603334	69.306055	"0"	6.05524214806442	57.297279
"1"	3	51	63.104831	97.806618	94.360897	8.182705	122.360239	71.902443	"0"	5.95462845819341	50.457796
"1"	3	52	63.087302	98.539921	95.873165	8.07398	127.931634	68.515236	"0"	6.04837931405083	59.416398
"1"	3	53	63.123117	97.890236	92.634617	7.953124	123.736564	71.372198	"0"	5.84738576714119	52.364366
